diet_sex,diet_category_group,diet_category,diet_age_group,diet_estimate_000
Males,Daily consumption of fruit and vegetables,Did not meet recommendation,75 years and over,784.1
Males,Daily consumption of fruit and vegetables,Total males aged 18 years and over,75 years and over,835.7
Males,Usual daily consumption of fruit,Does not eat fruit,75 years and over,72.9
Males,Usual daily consumption of fruit,Less than 1 serve,75 years and over,16.0
Males,Usual daily consumption of fruit,1 serve,75 years and over,284.2
Males,Usual daily consumption of fruit,2 serves,75 years and over,269.0
Males,Usual daily consumption of fruit,3 serves,75 years and over,127.1
Males,Usual daily consumption of fruit,4 serves,75 years and over,31.6
Males,Usual daily consumption of fruit,5 or more serves,75 years and over,29.6
Males,Usual daily consumption of fruit,Total males aged 18 years and over,75 years and over,835.7
Males,Usual daily consumption of vegetables,Does not eat vegetables,75 years and over,8.7
Males,Usual daily consumption of vegetables,Less than 1 serve,75 years and over,14.3
Males,Usual daily consumption of vegetables,1 serve,75 years and over,205.5
Males,Usual daily consumption of vegetables,2 serves,75 years and over,231.1
Males,Usual daily consumption of vegetables,3 serves,75 years and over,172.0
Males,Usual daily consumption of vegetables,4 serves,75 years and over,123.1
Males,Usual daily consumption of vegetables,5 serves,75 years and over,53.0
Males,Usual daily consumption of vegetables,6 or more serves,75 years and over,21.8
Males,Usual daily consumption of vegetables,Total males aged 18 years and over,75 years and over,835.7
Males,Usual daily consumption of vegetables,Average number of serves of fruit,75 years and over,1.8
Males,Usual daily consumption of vegetables,Average number of serves of vegetables,75 years and over,2.5
Males,Usual daily consumption of vegetables,"Total males, 18 years and over",75 years and over,835.7
Females,Daily consumption of fruit,Met recommendation,75 years and over,597.7
Females,Daily consumption of fruit,Did not meet recommendation,75 years and over,360.8
Females,Daily consumption of fruit,Total females aged 18 years and over,75 years and over,957.4
Females,Daily consumption of vegetables,Met recommendation,75 years and over,131.5
Females,Daily consumption of vegetables,Did not meet recommendation,75 years and over,825.9
Females,Daily consumption of vegetables,Total females aged 18 years and over,75 years and over,957.4
Females,Daily consumption of fruit and vegetables,Met recommendation,75 years and over,96.4
Females,Daily consumption of fruit and vegetables,Did not meet recommendation,75 years and over,864.2
Females,Daily consumption of fruit and vegetables,Total females aged 18 years and over,75 years and over,957.4
Females,Usual daily consumption of fruit,Does not eat fruit,75 years and over,71.6
Females,Usual daily consumption of fruit,Less than 1 serve,75 years and over,16.6
Females,Usual daily consumption of fruit,1 serve,75 years and over,278.2
Females,Usual daily consumption of fruit,2 serves,75 years and over,340.3
Females,Usual daily consumption of fruit,3 serves,75 years and over,198.7
Females,Usual daily consumption of fruit,4 serves,75 years and over,38.8
Females,Usual daily consumption of fruit,5 or more serves,75 years and over,26.8
Females,Usual daily consumption of fruit,Total females aged 18 years and over,75 years and over,957.4
Females,Usual daily consumption of vegetables,Does not eat vegetables,75 years and over,10.9
Females,Usual daily consumption of vegetables,Less than 1 serve,75 years and over,2.3
Females,Usual daily consumption of vegetables,1 serve,75 years and over,182.9
Females,Usual daily consumption of vegetables,2 serves,75 years and over,263.1
Females,Usual daily consumption of vegetables,3 serves,75 years and over,247.9
Females,Usual daily consumption of vegetables,4 serves,75 years and over,120.9
Females,Usual daily consumption of vegetables,5 serves,75 years and over,101.8
Females,Usual daily consumption of vegetables,6 or more serves,75 years and over,29.3
Females,Usual daily consumption of vegetables,Total females aged 18 years and over,75 years and over,957.4
Females,Usual daily consumption of vegetables,Average number of serves of fruit,75 years and over,2.0
Females,Usual daily consumption of vegetables,Average number of serves of vegetables,75 years and over,2.8
Females,Usual daily consumption of vegetables,"Total females, 18 years and over",75 years and over,957.4
Persons,Daily consumption of fruit,Met recommendation,18–44,3737.3
Persons,Daily consumption of fruit,Did not meet recommendation,18–44,5679.1
Persons,Daily consumption of fruit,Total persons aged 18 years and over,18–44,9414.7
Persons,Daily consumption of vegetables,Met recommendation,18–44,487.1
Persons,Daily consumption of vegetables,Did not meet recommendation,18–44,8923.3
Persons,Daily consumption of vegetables,Total persons aged 18 years and over,18–44,9414.7
Persons,Daily consumption of fruit and vegetables,Met recommendation,18–44,305.7
Persons,Daily consumption of fruit and vegetables,Did not meet recommendation,18–44,9096.4
Persons,Daily consumption of fruit and vegetables,Total persons aged 18 years and over,18–44,9414.7
Persons,Usual daily consumption of fruit,Does not eat fruit,18–44,1190.4
Persons,Usual daily consumption of fruit,Less than 1 serve,18–44,276.8
Persons,Usual daily consumption of fruit,1 serve,18–44,4211.0
Persons,Usual daily consumption of fruit,2 serves,18–44,2530.1
Persons,Usual daily consumption of fruit,3 serves,18–44,886.0
Persons,Usual daily consumption of fruit,4 serves,18–44,220.0
Persons,Usual daily consumption of fruit,5 or more serves,18–44,110.1
Persons,Usual daily consumption of fruit,Total persons aged 18 years and over,18–44,9414.7
Persons,Usual daily consumption of vegetables,Does not eat vegetables,18–44,208.4
Persons,Usual daily consumption of vegetables,Less than 1 serve,18–44,177.9
Persons,Usual daily consumption of vegetables,1 serve,18–44,2822.0
Persons,Usual daily consumption of vegetables,2 serves,18–44,2881.9
Persons,Usual daily consumption of vegetables,3 serves,18–44,1718.4
Persons,Usual daily consumption of vegetables,4 serves,18–44,928.2
Persons,Usual daily consumption of vegetables,5 serves,18–44,441.0
Persons,Usual daily consumption of vegetables,6 or more serves,18–44,218.9
Persons,Usual daily consumption of vegetables,Total persons aged 18 years and over,18–44,9414.7
Persons,Usual daily consumption of vegetables,Average number of serves of fruit,18–44,1.5
Persons,Usual daily consumption of vegetables,Average number of serves of vegetables,18–44,2.3
Persons,Usual daily consumption of vegetables,"Total persons, 18 years and over",18–44,9414.7
Males,Daily consumption of fruit,Met recommendation,18–44,1778.9
Males,Daily consumption of fruit,Did not meet recommendation,18–44,2917.8
Males,Daily consumption of fruit,Total males aged 18 years and over,18–44,4691.3
Males,Daily consumption of vegetables,Met recommendation,18–44,100.6
Males,Daily consumption of vegetables,Did not meet recommendation,18–44,4600.0
Males,Daily consumption of vegetables,Total males aged 18 years and over,18–44,4691.3
Males,Daily consumption of fruit and vegetables,Met recommendation,18–44,70.4
Males,Daily consumption of fruit and vegetables,Did not meet recommendation,18–44,4619.2
Males,Daily consumption of fruit and vegetables,Total males aged 18 years and over,18–44,4691.3
Males,Usual daily consumption of fruit,Does not eat fruit,18–44,698.7
Males,Usual daily consumption of fruit,Less than 1 serve,18–44,178.6
Males,Usual daily consumption of fruit,1 serve,18–44,2045.2
Males,Usual daily consumption of fruit,2 serves,18–44,1219.6
Males,Usual daily consumption of fruit,3 serves,18–44,407.7
Males,Usual daily consumption of fruit,4 serves,18–44,80.1
Males,Usual daily consumption of fruit,5 or more serves,18–44,55.4
Males,Usual daily consumption of fruit,Total males aged 18 years and over,18–44,4691.3
Males,Usual daily consumption of vegetables,Does not eat vegetables,18–44,106.0
Males,Usual daily consumption of vegetables,Less than 1 serve,18–44,105.8
Males,Usual daily consumption of vegetables,1 serve,18–44,1480.9
Males,Usual daily consumption of vegetables,2 serves,18–44,1475.5
Males,Usual daily consumption of vegetables,3 serves,18–44,816.3
Males,Usual daily consumption of vegetables,4 serves,18–44,436.0
Males,Usual daily consumption of vegetables,5 serves,18–44,177.1
Males,Usual daily consumption of vegetables,6 or more serves,18–44,100.6
Males,Usual daily consumption of vegetables,Total males aged 18 years and over,18–44,4691.3
Males,Usual daily consumption of vegetables,Average number of serves of fruit,18–44,1.4
Males,Usual daily consumption of vegetables,Average number of serves of vegetables,18–44,2.2
Males,Usual daily consumption of vegetables,"Total males, 18 years and over",18–44,4691.3
Females,Daily consumption of fruit,Met recommendation,18–44,1955.5
Females,Daily consumption of fruit,Did not meet recommendation,18–44,2763.9
Females,Daily consumption of fruit,Total females aged 18 years and over,18–44,4712.3
Females,Daily consumption of vegetables,Met recommendation,18–44,388.8
Females,Daily consumption of vegetables,Did not meet recommendation,18–44,4323.2
Females,Daily consumption of vegetables,Total females aged 18 years and over,18–44,4712.3
Females,Daily consumption of fruit and vegetables,Met recommendation,18–44,233.9
Females,Daily consumption of fruit and vegetables,Did not meet recommendation,18–44,4475.4
Females,Daily consumption of fruit and vegetables,Total females aged 18 years and over,18–44,4712.3
Females,Usual daily consumption of fruit,Does not eat fruit,18–44,482.6
Females,Usual daily consumption of fruit,Less than 1 serve,18–44,103.6
Females,Usual daily consumption of fruit,1 serve,18–44,2168.8
Females,Usual daily consumption of fruit,2 serves,18–44,1306.5
Females,Usual daily consumption of fruit,3 serves,18–44,464.5
Females,Usual daily consumption of fruit,4 serves,18–44,139.0
Females,Usual daily consumption of fruit,5 or more serves,18–44,45.2
Females,Usual daily consumption of fruit,Total females aged 18 years and over,18–44,4712.3
Females,Usual daily consumption of vegetables,Does not eat vegetables,18–44,96.0
Females,Usual daily consumption of vegetables,Less than 1 serve,18–44,75.9
Females,Usual daily consumption of vegetables,1 serve,18–44,1339.0
Females,Usual daily consumption of vegetables,2 serves,18–44,1404.3
Females,Usual daily consumption of vegetables,3 serves,18–44,901.8
Females,Usual daily consumption of vegetables,4 serves,18–44,500.2
Females,Usual daily consumption of vegetables,5 serves,18–44,265.5
Females,Usual daily consumption of vegetables,6 or more serves,18–44,117.4
Females,Usual daily consumption of vegetables,Total females aged 18 years and over,18–44,4712.3
Females,Usual daily consumption of vegetables,Average number of serves of fruit,18–44,1.5
Females,Usual daily consumption of vegetables,Average number of serves of vegetables,18–44,2.3
Females,Usual daily consumption of vegetables,"Total females, 18 years and over",18–44,4712.3
Persons,Daily consumption of fruit,Met recommendation,45 years and over,5013.8
Persons,Daily consumption of fruit,Did not meet recommendation,45 years and over,5388.9
Persons,Daily consumption of fruit,Total persons aged 18 years and over,45 years and over,10392.0
Persons,Daily consumption of vegetables,Met recommendation,45 years and over,802.7
Persons,Daily consumption of vegetables,Did not meet recommendation,45 years and over,9593.1
Persons,Daily consumption of vegetables,Total persons aged 18 years and over,45 years and over,10392.0
Persons,Daily consumption of fruit and vegetables,Met recommendation,45 years and over,529.4
Persons,Daily consumption of fruit and vegetables,Did not meet recommendation,45 years and over,9858.9
Persons,Daily consumption of fruit and vegetables,Total persons aged 18 years and over,45 years and over,10392.0
Persons,Usual daily consumption of fruit,Does not eat fruit,45 years and over,1192.9
Persons,Usual daily consumption of fruit,Less than 1 serve,45 years and over,295.2
Persons,Usual daily consumption of fruit,1 serve,45 years and over,3891.1
Persons,Usual daily consumption of fruit,2 serves,45 years and over,3093.0
Persons,Usual daily consumption of fruit,3 serves,45 years and over,1411.4
Persons,Usual daily consumption of fruit,4 serves,45 years and over,296.3
Persons,Usual daily consumption of fruit,5 or more serves,45 years and over,208.6
Persons,Usual daily consumption of fruit,Total persons aged 18 years and over,45 years and over,10392.0
Persons,Usual daily consumption of vegetables,Does not eat vegetables,45 years and over,151.1
Persons,Usual daily consumption of vegetables,Less than 1 serve,45 years and over,152.7
Persons,Usual daily consumption of vegetables,1 serve,45 years and over,2750.2
Persons,Usual daily consumption of vegetables,2 serves,45 years and over,3096.9
Persons,Usual daily consumption of vegetables,3 serves,45 years and over,2170.4
Persons,Usual daily consumption of vegetables,4 serves,45 years and over,1131.8
Persons,Usual daily consumption of vegetables,5 serves,45 years and over,628.9
Persons,Usual daily consumption of vegetables,6 or more serves,45 years and over,310.5
Persons,Usual daily consumption of vegetables,Total persons aged 18 years and over,45 years and over,10392.0
Persons,Usual daily consumption of vegetables,Average number of serves of fruit,45 years and over,1.6
Persons,Usual daily consumption of vegetables,Average number of serves of vegetables,45 years and over,2.4
Persons,Usual daily consumption of vegetables,"Total persons, 18 years and over",45 years and over,10392.0
Males,Daily consumption of fruit,Met recommendation,45 years and over,2262.9
Males,Daily consumption of fruit,Did not meet recommendation,45 years and over,2758.1
Males,Daily consumption of fruit,Total males aged 18 years and over,45 years and over,5019.6
Males,Daily consumption of vegetables,Met recommendation,45 years and over,201.7
Males,Daily consumption of vegetables,Did not meet recommendation,45 years and over,4823.3
Males,Daily consumption of vegetables,Total males aged 18 years and over,45 years and over,5019.6
Males,Daily consumption of fruit and vegetables,Met recommendation,45 years and over,137.2
Males,Daily consumption of fruit and vegetables,Did not meet recommendation,45 years and over,4882.2
Males,Daily consumption of fruit and vegetables,Total males aged 18 years and over,45 years and over,5019.6
Males,Usual daily consumption of fruit,Does not eat fruit,45 years and over,713.9
Males,Usual daily consumption of fruit,Less than 1 serve,45 years and over,171.0
Males,Usual daily consumption of fruit,1 serve,45 years and over,1875.5
Males,Usual daily consumption of fruit,2 serves,45 years and over,1356.4
Males,Usual daily consumption of fruit,3 serves,45 years and over,591.8
Males,Usual daily consumption of fruit,4 serves,45 years and over,180.0
Males,Usual daily consumption of fruit,5 or more serves,45 years and over,127.1
Males,Usual daily consumption of fruit,Total males aged 18 years and over,45 years and over,5019.6
Males,Usual daily consumption of vegetables,Does not eat vegetables,45 years and over,81.2
Males,Usual daily consumption of vegetables,Less than 1 serve,45 years and over,105.4
Males,Usual daily consumption of vegetables,1 serve,45 years and over,1541.2
Males,Usual daily consumption of vegetables,2 serves,45 years and over,1490.7
Males,Usual daily consumption of vegetables,3 serves,45 years and over,958.7
Males,Usual daily consumption of vegetables,4 serves,45 years and over,500.6
Males,Usual daily consumption of vegetables,5 serves,45 years and over,211.8
Males,Usual daily consumption of vegetables,6 or more serves,45 years and over,129.0
Males,Usual daily consumption of vegetables,Total males aged 18 years and over,45 years and over,5019.6
Males,Usual daily consumption of vegetables,Average number of serves of fruit,45 years and over,1.6
Males,Usual daily consumption of vegetables,Average number of serves of vegetables,45 years and over,2.3
Males,Usual daily consumption of vegetables,"Total males, 18 years and over",45 years and over,5019.6
Females,Daily consumption of fruit,Met recommendation,45 years and over,2743.2
Females,Daily consumption of fruit,Did not meet recommendation,45 years and over,2625.7
Females,Daily consumption of fruit,Total females aged 18 years and over,45 years and over,5373.9
Females,Daily consumption of vegetables,Met recommendation,45 years and over,602.1
Females,Daily consumption of vegetables,Did not meet recommendation,45 years and over,4778.0
Females,Daily consumption of vegetables,Total females aged 18 years and over,45 years and over,5373.9
Females,Daily consumption of fruit and vegetables,Met recommendation,45 years and over,393.4
Females,Daily consumption of fruit and vegetables,Did not meet recommendation,45 years and over,4979.4
Females,Daily consumption of fruit and vegetables,Total females aged 18 years and over,45 years and over,5373.9
Females,Usual daily consumption of fruit,Does not eat fruit,45 years and over,481.9
Females,Usual daily consumption of fruit,Less than 1 serve,45 years and over,126.8
Females,Usual daily consumption of fruit,1 serve,45 years and over,2015.7
Females,Usual daily consumption of fruit,2 serves,45 years and over,1738.0
Females,Usual daily consumption of fruit,3 serves,45 years and over,810.0
Females,Usual daily consumption of fruit,4 serves,45 years and over,118.0
Females,Usual daily consumption of fruit,5 or more serves,45 years and over,80.5
Females,Usual daily consumption of fruit,Total females aged 18 years and over,45 years and over,5373.9
Females,Usual daily consumption of vegetables,Does not eat vegetables,45 years and over,65.3
Females,Usual daily consumption of vegetables,Less than 1 serve,45 years and over,37.2
Females,Usual daily consumption of vegetables,1 serve,45 years and over,1218.0
Females,Usual daily consumption of vegetables,2 serves,45 years and over,1603.4
Females,Usual daily consumption of vegetables,3 serves,45 years and over,1209.3
Females,Usual daily consumption of vegetables,4 serves,45 years and over,635.9
Females,Usual daily consumption of vegetables,5 serves,45 years and over,416.0
Females,Usual daily consumption of vegetables,6 or more serves,45 years and over,178.9
Females,Usual daily consumption of vegetables,Total females aged 18 years and over,45 years and over,5373.9
Females,Usual daily consumption of vegetables,Average number of serves of fruit,45 years and over,1.7
Females,Usual daily consumption of vegetables,Average number of serves of vegetables,45 years and over,2.6
Females,Usual daily consumption of vegetables,"Total females, 18 years and over",45 years and over,5373.9
Persons,Daily consumption of fruit,Met recommendation,Total 18 years and over,8740.6
Persons,Daily consumption of fruit,Did not meet recommendation,Total 18 years and over,11060.2
Persons,Daily consumption of fruit,Total persons aged 18 years and over,Total 18 years and over,19806.8
Persons,Daily consumption of vegetables,Met recommendation,Total 18 years and over,1283.1
Persons,Daily consumption of vegetables,Did not meet recommendation,Total 18 years and over,18511.8
Persons,Daily consumption of vegetables,Total persons aged 18 years and over,Total 18 years and over,19806.8
Persons,Daily consumption of fruit and vegetables,Met recommendation,Total 18 years and over,835.2
Persons,Daily consumption of fruit and vegetables,Did not meet recommendation,Total 18 years and over,18963.0
Persons,Daily consumption of fruit and vegetables,Total persons aged 18 years and over,Total 18 years and over,19806.8
Persons,Usual daily consumption of fruit,Does not eat fruit,Total 18 years and over,2377.5
Persons,Usual daily consumption of fruit,Less than 1 serve,Total 18 years and over,577.3
Persons,Usual daily consumption of fruit,1 serve,Total 18 years and over,8101.7
Persons,Usual daily consumption of fruit,2 serves,Total 18 years and over,5627.8
Persons,Usual daily consumption of fruit,3 serves,Total 18 years and over,2289.6
Persons,Usual daily consumption of fruit,4 serves,Total 18 years and over,510.4
Persons,Usual daily consumption of fruit,5 or more serves,Total 18 years and over,311.4
Persons,Usual daily consumption of fruit,Total persons aged 18 years and over,Total 18 years and over,19806.8
Persons,Usual daily consumption of vegetables,Does not eat vegetables,Total 18 years and over,358.7
Persons,Usual daily consumption of vegetables,Less than 1 serve,Total 18 years and over,332.5
Persons,Usual daily consumption of vegetables,1 serve,Total 18 years and over,5580.6
Persons,Usual daily consumption of vegetables,2 serves,Total 18 years and over,5969.4
Persons,Usual daily consumption of vegetables,3 serves,Total 18 years and over,3884.8
Persons,Usual daily consumption of vegetables,4 serves,Total 18 years and over,2064.4
Persons,Usual daily consumption of vegetables,5 serves,Total 18 years and over,1075.7
Persons,Usual daily consumption of vegetables,6 or more serves,Total 18 years and over,529.9
Persons,Usual daily consumption of vegetables,Total persons aged 18 years and over,Total 18 years and over,19806.8
Persons,Usual daily consumption of vegetables,Average number of serves of fruit,Total 18 years and over,1.5
Persons,Usual daily consumption of vegetables,Average number of serves of vegetables,Total 18 years and over,2.4
Persons,Usual daily consumption of vegetables,"Total persons, 18 years and over",Total 18 years and over,19806.8
Males,Daily consumption of fruit,Met recommendation,Total 18 years and over,4038.7
Males,Daily consumption of fruit,Did not meet recommendation,Total 18 years and over,5668.0
Males,Daily consumption of fruit,Total males aged 18 years and over,Total 18 years and over,9712.9
Males,Daily consumption of vegetables,Met recommendation,Total 18 years and over,293.2
Males,Daily consumption of vegetables,Did not meet recommendation,Total 18 years and over,9414.1
Males,Daily consumption of vegetables,Total males aged 18 years and over,Total 18 years and over,9712.9
Males,Daily consumption of fruit and vegetables,Met recommendation,Total 18 years and over,206.4
Males,Daily consumption of fruit and vegetables,Did not meet recommendation,Total 18 years and over,9509.7
Males,Daily consumption of fruit and vegetables,Total males aged 18 years and over,Total 18 years and over,9712.9
Males,Usual daily consumption of fruit,Does not eat fruit,Total 18 years and over,1415.9
Males,Usual daily consumption of fruit,Less than 1 serve,Total 18 years and over,344.4
Males,Usual daily consumption of fruit,1 serve,Total 18 years and over,3921.8
Males,Usual daily consumption of fruit,2 serves,Total 18 years and over,2583.1
Males,Usual daily consumption of fruit,3 serves,Total 18 years and over,1004.6
Males,Usual daily consumption of fruit,4 serves,Total 18 years and over,269.1
Males,Usual daily consumption of fruit,5 or more serves,Total 18 years and over,188.0
Males,Usual daily consumption of fruit,Total males aged 18 years and over,Total 18 years and over,9712.9
Males,Usual daily consumption of vegetables,Does not eat vegetables,Total 18 years and over,199.5
Males,Usual daily consumption of vegetables,Less than 1 serve,Total 18 years and over,217.3
Males,Usual daily consumption of vegetables,1 serve,Total 18 years and over,3024.3
Males,Usual daily consumption of vegetables,2 serves,Total 18 years and over,2953.2
Males,Usual daily consumption of vegetables,3 serves,Total 18 years and over,1774.3
Males,Usual daily consumption of vegetables,4 serves,Total 18 years and over,937.9
Males,Usual daily consumption of vegetables,5 serves,Total 18 years and over,388.6
Males,Usual daily consumption of vegetables,6 or more serves,Total 18 years and over,225.5
Males,Usual daily consumption of vegetables,Total males aged 18 years and over,Total 18 years and over,9712.9
Males,Usual daily consumption of vegetables,Average number of serves of fruit,Total 18 years and over,1.5
Males,Usual daily consumption of vegetables,Average number of serves of vegetables,Total 18 years and over,2.2
Males,Usual daily consumption of vegetables,"Total males, 18 years and over",Total 18 years and over,9712.9
Females,Daily consumption of fruit,Met recommendation,Total 18 years and over,4704.9
Females,Daily consumption of fruit,Did not meet recommendation,Total 18 years and over,5382.6
Females,Daily consumption of fruit,Total females aged 18 years and over,Total 18 years and over,10083.3
Females,Daily consumption of vegetables,Met recommendation,Total 18 years and over,988.4
Females,Daily consumption of vegetables,Did not meet recommendation,Total 18 years and over,9094.7
Females,Daily consumption of vegetables,Total females aged 18 years and over,Total 18 years and over,10083.3
Females,Daily consumption of fruit and vegetables,Met recommendation,Total 18 years and over,631.4
Females,Daily consumption of fruit and vegetables,Did not meet recommendation,Total 18 years and over,9453.3
Females,Daily consumption of fruit and vegetables,Total females aged 18 years and over,Total 18 years and over,10083.3
Females,Usual daily consumption of fruit,Does not eat fruit,Total 18 years and over,966.4
Females,Usual daily consumption of fruit,Less than 1 serve,Total 18 years and over,229.1
Females,Usual daily consumption of fruit,1 serve,Total 18 years and over,4186.1
Females,Usual daily consumption of fruit,2 serves,Total 18 years and over,3037.6
Females,Usual daily consumption of fruit,3 serves,Total 18 years and over,1287.0
Females,Usual daily consumption of fruit,4 serves,Total 18 years and over,248.5
Females,Usual daily consumption of fruit,5 or more serves,Total 18 years and over,130.4
Females,Usual daily consumption of fruit,Total females aged 18 years and over,Total 18 years and over,10083.3
Females,Usual daily consumption of vegetables,Does not eat vegetables,Total 18 years and over,162.2
Females,Usual daily consumption of vegetables,Less than 1 serve,Total 18 years and over,115.4
Females,Usual daily consumption of vegetables,1 serve,Total 18 years and over,2553.9
Females,Usual daily consumption of vegetables,2 serves,Total 18 years and over,3017.3
Females,Usual daily consumption of vegetables,3 serves,Total 18 years and over,2112.8
Females,Usual daily consumption of vegetables,4 serves,Total 18 years and over,1130.8
Females,Usual daily consumption of vegetables,5 serves,Total 18 years and over,685.8
Females,Usual daily consumption of vegetables,6 or more serves,Total 18 years and over,300.0
Females,Usual daily consumption of vegetables,Total females aged 18 years and over,Total 18 years and over,10083.3
Females,Usual daily consumption of vegetables,Average number of serves of fruit,Total 18 years and over,1.6
Females,Usual daily consumption of vegetables,Average number of serves of vegetables,Total 18 years and over,2.5
Females,Usual daily consumption of vegetables,"Total females, 18 years and over",Total 18 years and over,10083.3
